# GRCh38.p14 alt loci scaffold placement relative to primary chromosomes
# Source: UCSC hg38 altSeqLiftOverPsl + NCBI GCF_000001405.40 assembly report
# Date built: 2026-03-11
#
# Columns:
#   ucsc_alt_name       UCSC-style name of the alt scaffold (matches BAM/BED naming)
#   primary_chrom       Primary chromosome this scaffold is placed on
#   primary_start       0-based start of aligned region on the primary chromosome
#   primary_end         End of aligned region on primary chromosome (half-open)
#   alt_aligned_start   0-based start of aligned region on the alt scaffold
#   alt_aligned_end     End of aligned region on alt scaffold (half-open)
#   alt_start_tail      Unaligned bases before the aligned region on the alt scaffold
#   alt_stop_tail       Unaligned bases after the aligned region on the alt scaffold
#   alt_seq_length      Full length of the alt scaffold
#   orientation         Strand of the alt scaffold relative to primary (+/-)
#   refseq_acc          RefSeq accession (matches NCBI FASTA headers)
#   genbank_acc         GenBank accession (GL/KI/KQ etc. prefix)
#   assembly_unit       NCBI assembly unit group (ALT_REF_LOCI_N)
#   coord_conversion    Linear formula: primary_pos -> alt_pos (ignores small indels;
#                       sufficient for read-overlap fetching purposes)
#                       Valid range: primary_pos in [primary_start, primary_end)
ucsc_alt_name	primary_chrom	primary_start	primary_end	alt_aligned_start	alt_aligned_end	alt_start_tail	alt_stop_tail	alt_seq_length	orientation	refseq_acc	genbank_acc	assembly_unit	coord_conversion
chr5	chr5_KI270791v1_alt	0	195710	1318298	1509772	1318298	180028487	181538259	-	.	.	.	alt_pos = 1509772 - (primary_pos - 0)
chr5	chr5_KI270792v1_alt	0	179043	981493	1161361	981493	180376898	181538259	+	.	.	.	alt_pos = 981493 + (primary_pos - 0)
chr5	chr5_KI270793v1_alt	0	126136	502434	626896	502434	180911363	181538259	-	.	.	.	alt_pos = 626896 - (primary_pos - 0)
chr5	chr5_KI270794v1_alt	0	164558	33800664	33963236	33800664	147575023	181538259	+	.	.	.	alt_pos = 33800664 + (primary_pos - 0)
chr5	chr5_KI270795v1_alt	0	131892	177865464	177993409	177865464	3544850	181538259	+	.	.	.	alt_pos = 177865464 + (primary_pos - 0)
chr5	chr5_KI270796v1_alt	0	172708	125279465	125444151	125279465	56094108	181538259	+	.	.	.	alt_pos = 125279465 + (primary_pos - 0)
chr5_MU273354v1_fix	chr5_KI270897v1_alt	0	391807	733724	1126123	733724	975462	2101585	-	.	.	.	alt_pos = 1126123 - (primary_pos - 0)
chr5	chr5_KI270897v1_alt	0	1144418	69795336	71614443	69795336	109923816	181538259	+	.	.	.	alt_pos = 69795336 + (primary_pos - 0)
chr5_MU273354v1_fix	chr5_KI270897v1_alt	441807	820504	1209982	1588705	1209982	512880	2101585	-	.	.	.	alt_pos = 1588705 - (primary_pos - 441807)
chr5_MU273354v1_fix	chr5_KI270897v1_alt	820504	1144418	1777734	2101585	1777734	0	2101585	+	.	.	.	alt_pos = 1777734 + (primary_pos - 820504)
chr5	chr5_KI270898v1_alt	0	130957	177865464	177996111	177865464	3542148	181538259	+	.	.	.	alt_pos = 177865464 + (primary_pos - 0)
chr5	chr5_KN196477v1_alt	0	139087	21098346	21230960	21098346	160307299	181538259	+	.	.	.	alt_pos = 21098346 + (primary_pos - 0)
chr5	chr5_KV575243v1_alt	0	362221	21448369	21713081	21448369	159825178	181538259	+	.	.	.	alt_pos = 21448369 + (primary_pos - 0)
chr5	chr5_KZ208910v1_alt	0	135987	3768475	3899281	3768475	177638978	181538259	+	.	.	.	alt_pos = 3768475 + (primary_pos - 0)
chr5_KI270897v1_alt	chr5_MU273354v1_fix	733724	1126123	0	391807	0	752611	1144418	-	NT_187651.1	KI270897.1	ALT_REF_LOCI_2	alt_pos = 391807 - (primary_pos - 733724)
chr5_KI270897v1_alt	chr5_MU273354v1_fix	1209982	1588705	441807	820504	441807	323914	1144418	-	NT_187651.1	KI270897.1	ALT_REF_LOCI_2	alt_pos = 820504 - (primary_pos - 1209982)
chr5_KI270897v1_alt	chr5_MU273354v1_fix	1777734	2101585	820504	1144418	820504	0	1144418	+	NT_187651.1	KI270897.1	ALT_REF_LOCI_2	alt_pos = 820504 + (primary_pos - 1777734)
chr5	chr5_MU273356v1_alt	0	302485	23369983	23672469	23369983	157865790	181538259	+	.	.	.	alt_pos = 23369983 + (primary_pos - 0)
chr6	chr6_GL000250v2_alt	0	4672374	28734407	33367716	28734407	137438263	170805979	+	.	.	.	alt_pos = 28734407 + (primary_pos - 0)
chr6	chr6_GL000251v2_alt	0	4795265	28510119	33383765	28510119	137422214	170805979	+	.	.	.	alt_pos = 28510119 + (primary_pos - 0)
chr6	chr6_GL000252v2_alt	0	4604811	28734407	33361299	28734407	137444680	170805979	+	.	.	.	alt_pos = 28734407 + (primary_pos - 0)
chr6	chr6_GL000253v2_alt	0	4677643	28734407	33258200	28734407	137547779	170805979	+	.	.	.	alt_pos = 28734407 + (primary_pos - 0)
chr6	chr6_GL000254v2_alt	0	4827813	28734407	33391865	28734407	137414114	170805979	+	.	.	.	alt_pos = 28734407 + (primary_pos - 0)
chr6	chr6_GL000255v2_alt	0	4606388	28734407	33411973	28734407	137394006	170805979	+	.	.	.	alt_pos = 28734407 + (primary_pos - 0)
chr6	chr6_GL000256v2_alt	0	4929269	28691465	33480577	28691465	137325402	170805979	+	.	.	.	alt_pos = 28691465 + (primary_pos - 0)
chr6	chr6_GL383533v1_alt	0	124736	79350007	79446911	79350007	91359068	170805979	-	.	.	.	alt_pos = 79446911 - (primary_pos - 0)
chr6	chr6_KB021644v2_alt	0	185823	168796075	168951646	168796075	1854333	170805979	+	.	.	.	alt_pos = 168796075 + (primary_pos - 0)
chr6	chr6_KI270758v1_alt	0	68829	32385053	32454732	32385053	138351247	170805979	-	.	.	.	alt_pos = 32454732 - (primary_pos - 0)
chr6	chr6_KI270797v1_alt	0	197536	169724798	169919706	169724798	886273	170805979	+	.	.	.	alt_pos = 169724798 + (primary_pos - 0)
chr6	chr6_KI270798v1_alt	0	271782	170272762	170535221	170272762	270758	170805979	+	.	.	.	alt_pos = 170272762 + (primary_pos - 0)
chr6	chr6_KI270799v1_alt	0	152148	68262878	68402208	68262878	102403771	170805979	+	.	.	.	alt_pos = 68262878 + (primary_pos - 0)
chr6	chr6_KI270800v1_alt	0	175808	65774813	65944033	65774813	104861946	170805979	+	.	.	.	alt_pos = 65774813 + (primary_pos - 0)
chr6	chr6_KI270801v1_alt	0	870480	127654802	128521146	127654802	42284833	170805979	+	.	.	.	alt_pos = 127654802 + (primary_pos - 0)
chr6	chr6_KI270802v1_alt	0	66404	166220579	166285980	166220579	4519999	170805979	+	.	.	.	alt_pos = 166220579 + (primary_pos - 0)
chr6	chr6_KQ090017v1_alt	0	82315	13101649	13179113	13101649	157626866	170805979	+	.	.	.	alt_pos = 13101649 + (primary_pos - 0)
chr6	chr6_MU273357v1_alt	0	383128	26453820	26859000	26453820	143946979	170805979	+	.	.	.	alt_pos = 26453820 + (primary_pos - 0)
chr6	chr6_MU273357v1_alt	261085	310871	26714943	26786743	26714943	144019236	170805979	-	.	.	.	alt_pos = 26786743 - (primary_pos - 261085)
chr7	chr7_GL383534v2_alt	0	119183	141633408	141746583	141633408	17599390	159345973	+	.	.	.	alt_pos = 141633408 + (primary_pos - 0)
chr7	chr7_KI270803v1_alt	0	1111570	142038120	143088503	142038120	16257470	159345973	+	.	.	.	alt_pos = 142038120 + (primary_pos - 0)
chr7	chr7_KI270804v1_alt	0	157952	43901	198548	43901	159147425	159345973	+	.	.	.	alt_pos = 43901 + (primary_pos - 0)
chr7	chr7_KI270805v1_alt	0	209988	158267494	158477174	158267494	868799	159345973	-	.	.	.	alt_pos = 158477174 - (primary_pos - 0)
chr7	chr7_KI270806v1_alt	0	158166	103086562	103242097	103086562	56103876	159345973	-	.	.	.	alt_pos = 103242097 - (primary_pos - 0)
chr7	chr7_KI270807v1_alt	0	126434	157697531	157820586	157697531	1525387	159345973	+	.	.	.	alt_pos = 157697531 + (primary_pos - 0)
chr7	chr7_KI270808v1_alt	0	271455	148214873	148487860	148214873	10858113	159345973	+	.	.	.	alt_pos = 148214873 + (primary_pos - 0)
chr7	chr7_KI270809v1_alt	0	209586	76500981	76722751	76500981	82623222	159345973	+	.	.	.	alt_pos = 76500981 + (primary_pos - 0)
chr7	chr7_KI270899v1_alt	0	190869	10000	198548	10000	159147425	159345973	+	.	.	.	alt_pos = 10000 + (primary_pos - 0)
chr7	chr7_KZ208913v1_alt	0	680662	144045426	144630931	144045426	14715042	159345973	+	.	.	.	alt_pos = 144045426 + (primary_pos - 0)
chr7	chr7_KZ559106v1_alt	0	172555	9026357	9192359	9026357	150153614	159345973	+	.	.	.	alt_pos = 9026357 + (primary_pos - 0)
chr7	chr7_MU273358v1_alt	0	464417	54005771	54470182	54005771	104875791	159345973	+	.	.	.	alt_pos = 54005771 + (primary_pos - 0)
chr7	chr7_MU273358v1_alt	228259	302628	54234014	54308393	54234014	105037580	159345973	-	.	.	.	alt_pos = 54308393 - (primary_pos - 228259)
chr8	chr8_KI270810v1_alt	0	374415	128554722	128925740	128554722	16212896	145138636	+	.	.	.	alt_pos = 128554722 + (primary_pos - 0)
chr8	chr8_KI270811v1_alt	0	292436	1280784	1586904	1280784	143551732	145138636	+	.	.	.	alt_pos = 1280784 + (primary_pos - 0)
chr8	chr8_KI270812v1_alt	0	282736	861641	1141446	861641	143997190	145138636	+	.	.	.	alt_pos = 861641 + (primary_pos - 0)
chr8	chr8_KI270813v1_alt	0	300230	7308873	7617127	7308873	137521509	145138636	+	.	.	.	alt_pos = 7308873 + (primary_pos - 0)
chr8	chr8_KI270814v1_alt	0	141812	57173350	57303398	57173350	87835238	145138636	+	.	.	.	alt_pos = 57173350 + (primary_pos - 0)
chr8	chr8_KI270815v1_alt	0	132244	144628749	144757761	144628749	380875	145138636	+	.	.	.	alt_pos = 144628749 + (primary_pos - 0)
chr8	chr8_KI270816v1_alt	0	305841	143509960	143828794	143509960	1309842	145138636	+	.	.	.	alt_pos = 143509960 + (primary_pos - 0)
chr8	chr8_KI270817v1_alt	0	158983	143009712	143163398	143009712	1975238	145138636	+	.	.	.	alt_pos = 143009712 + (primary_pos - 0)
chr8	chr8_KI270818v1_alt	0	145606	718409	861641	718409	144276995	145138636	+	.	.	.	alt_pos = 718409 + (primary_pos - 0)
chr8	chr8_KI270819v1_alt	0	133535	141333446	141461079	141333446	3677557	145138636	+	.	.	.	alt_pos = 141333446 + (primary_pos - 0)
chr8	chr8_KI270820v1_alt	0	36640	141766833	141800272	141766833	3338364	145138636	+	.	.	.	alt_pos = 141766833 + (primary_pos - 0)
chr8	chr8_KI270821v1_alt	0	985506	1816624	2817440	1816624	142321196	145138636	+	.	.	.	alt_pos = 1816624 + (primary_pos - 0)
chr8	chr8_KI270822v1_alt	0	624492	39094317	39873856	39094317	105264780	145138636	+	.	.	.	alt_pos = 39094317 + (primary_pos - 0)
chr8	chr8_KI270900v1_alt	0	318687	1389716	1709420	1389716	143429216	145138636	+	.	.	.	alt_pos = 1389716 + (primary_pos - 0)
chr8	chr8_KI270901v1_alt	0	136959	1141446	1280784	1141446	143857852	145138636	+	.	.	.	alt_pos = 1141446 + (primary_pos - 0)
chr8	chr8_KI270926v1_alt	0	229282	1586904	1816624	1586904	143322012	145138636	+	.	.	.	alt_pos = 1586904 + (primary_pos - 0)
chr8	chr8_KZ559107v1_alt	0	103072	129724677	129818699	129724677	15319937	145138636	+	.	.	.	alt_pos = 129724677 + (primary_pos - 0)
chr9	chr9_GL383539v1_alt	14844	162988	7428993	7577169	7428993	130817548	138394717	+	.	.	.	alt_pos = 7428993 + (primary_pos - 14844)
chr9	chr9_GL383540v1_alt	8243	71551	69413742	69477097	69413742	68917620	138394717	+	.	.	.	alt_pos = 69413742 + (primary_pos - 8243)
chr9	chr9_GL383541v1_alt	0	171286	70024112	70189318	70024112	68205399	138394717	+	.	.	.	alt_pos = 70024112 + (primary_pos - 0)
chr9	chr9_GL383542v1_alt	0	60032	88179046	88227980	88179046	50166737	138394717	+	.	.	.	alt_pos = 88179046 + (primary_pos - 0)
chr9	chr9_KI270823v1_alt	0	439082	100948797	101378291	100948797	37016426	138394717	+	.	.	.	alt_pos = 100948797 + (primary_pos - 0)
chr9	chr9_KQ090018v1_alt	0	163882	8983670	9142737	8983670	129251980	138394717	+	.	.	.	alt_pos = 8983670 + (primary_pos - 0)
chr9	chr9_KQ090019v1_alt	0	134099	24949708	25079413	24949708	113315304	138394717	+	.	.	.	alt_pos = 24949708 + (primary_pos - 0)
chrX_KI270880v1_alt	chrX	319337	601516	0	284869	0	0	284869	+	NT_187634.1	KI270880.1	ALT_REF_LOCI_1	alt_pos = 0 + (primary_pos - 319337)
chrX_KI270913v1_alt	chrX	326487	601516	0	274009	0	0	274009	+	NT_187667.1	KI270913.1	ALT_REF_LOCI_2	alt_pos = 0 + (primary_pos - 326487)
chrX_KV766199v1_alt	chrX	4950956	5129468	0	188004	0	0	188004	+	.	.	.	alt_pos = 0 + (primary_pos - 4950956)
chrX_MU273397v1_alt	chrX	48841165	49171542	0	330493	0	0	330493	+	.	.	.	alt_pos = 0 + (primary_pos - 48841165)
chrX_KI270881v1_alt	chrX	79965153	80097082	0	144206	0	0	144206	-	NT_187635.1	KI270881.1	ALT_REF_LOCI_1	alt_pos = 144206 - (primary_pos - 79965153)
chrX_MU273396v1_alt	chrX	143714924	144009032	0	294119	0	0	294119	+	.	.	.	alt_pos = 0 + (primary_pos - 143714924)
chrX_MU273395v1_alt	chrX	152384882	153004526	0	619716	0	0	619716	+	.	.	.	alt_pos = 0 + (primary_pos - 152384882)
chrX_MU273395v1_alt	chrX	152678580	152789895	293686	405085	293686	214631	619716	-	.	.	.	alt_pos = 405085 - (primary_pos - 152678580)
chrX	chrX_KI270880v1_alt	0	284869	319337	601516	319337	155439379	156040895	+	.	.	.	alt_pos = 319337 + (primary_pos - 0)
chrX	chrX_KI270881v1_alt	0	144206	79965153	80097082	79965153	75943813	156040895	-	.	.	.	alt_pos = 80097082 - (primary_pos - 0)
chrX	chrX_KI270913v1_alt	0	274009	326487	601516	326487	155439379	156040895	+	.	.	.	alt_pos = 326487 + (primary_pos - 0)
chrX	chrX_KV766199v1_alt	0	188004	4950956	5129468	4950956	150911427	156040895	+	.	.	.	alt_pos = 4950956 + (primary_pos - 0)
chrX	chrX_MU273395v1_alt	0	619716	152384882	153004526	152384882	3036369	156040895	+	.	.	.	alt_pos = 152384882 + (primary_pos - 0)
chrX	chrX_MU273395v1_alt	293686	405085	152678580	152789895	152678580	3251000	156040895	-	.	.	.	alt_pos = 152789895 - (primary_pos - 293686)
chrX	chrX_MU273396v1_alt	0	294119	143714924	144009032	143714924	12031863	156040895	+	.	.	.	alt_pos = 143714924 + (primary_pos - 0)
chrX	chrX_MU273397v1_alt	0	330493	48841165	49171542	48841165	106869353	156040895	+	.	.	.	alt_pos = 48841165 + (primary_pos - 0)
